annee;code_NAF5;libelle_NAF5;sexe
2017;8710A;Hébergement médicalisé pour personnes âgées;Femmes
2017;8710A;Hébergement médicalisé pour personnes âgées;Hommes
2017;8710B;Hébergement médicalisé pour enfants handicapés;Femmes
2017;8710B;Hébergement médicalisé pour enfants handicapés;Hommes
2017;8710C;Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé;Femmes
2017;8710C;Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé;Hommes
2017;8720A;Hébergement social pour handicapés mentaux et malades mentaux;Femmes
2017;8720A;Hébergement social pour handicapés mentaux et malades mentaux;Hommes
2017;8720B;Hébergement social pour toxicomanes;Femmes
2017;8720B;Hébergement social pour toxicomanes;Hommes
2017;8730A;Hébergement social pour personnes âgées;Femmes
2017;8730A;Hébergement social pour personnes âgées;Hommes
2017;8730B;Hébergement social pour handicapés physiques;Femmes
2017;8730B;Hébergement social pour handicapés physiques;Hommes
2017;8790A;Hébergement social pour enfants en difficultés;Femmes
2017;8790A;Hébergement social pour enfants en difficultés;Hommes
2017;8790B;Hébergement social pour adultes et familles en difficultés et autre hébergement social;Femmes
2017;8790B;Hébergement social pour adultes et familles en difficultés et autre hébergement social;Hommes
2017;8810A;Aide à domicile;Femmes
2017;8810A;Aide à domicile;Hommes
2017;8810B;Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées;Femmes
2017;8810B;Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées;Hommes
2017;8810C;Aide par le travail;Femmes
2017;8810C;Aide par le travail;Hommes
2017;8891A;Accueil de jeunes enfants;Femmes
2017;8891A;Accueil de jeunes enfants;Hommes
2017;8891B;Accueil ou accompagnement sans hébergement d'enfants handicapés;Femmes
2017;8891B;Accueil ou accompagnement sans hébergement d'enfants handicapés;Hommes
2017;8899A;Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents;Femmes
2017;8899A;Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents;Hommes
2017;8899B;Action sociale sans hébergement n.c.a.;Femmes
2017;8899B;Action sociale sans hébergement n.c.a.;Hommes
2017;9001Z;Arts du spectacle vivant;Femmes
2017;9001Z;Arts du spectacle vivant;Hommes
2017;9002Z;Activités de soutien au spectacle vivant;Femmes
2017;9002Z;Activités de soutien au spectacle vivant;Hommes
2017;9003A;Création artistique relevant des arts plastiques;Femmes
2017;9003A;Création artistique relevant des arts plastiques;Hommes
2017;9003B;Autre création artistique;Femmes
2017;9003B;Autre création artistique;Hommes
2017;9004Z;Gestion de salles de spectacles;Femmes
2017;9004Z;Gestion de salles de spectacles;Hommes
2017;9101Z;Gestion des bibliothèques et des archives;Femmes
2017;9101Z;Gestion des bibliothèques et des archives;Hommes
2017;9102Z;Gestion des musées;Femmes
2017;9102Z;Gestion des musées;Hommes
2017;9103Z;Gestion des sites et monuments historiques et des attractions touristiques similaires;Femmes
2017;9103Z;Gestion des sites et monuments historiques et des attractions touristiques similaires;Hommes
2017;9104Z;Gestion des jardins botaniques et zoologiques et des réserves naturelles;Femmes
2017;9104Z;Gestion des jardins botaniques et zoologiques et des réserves naturelles;Hommes
2017;9200Z;Organisation de jeux de hasard et d'argent;Femmes
2017;9200Z;Organisation de jeux de hasard et d'argent;Hommes
2017;9311Z;Gestion d'installations sportives;Femmes
2017;9311Z;Gestion d'installations sportives;Hommes
2017;9312Z;Activités de clubs de sports;Femmes
2017;9312Z;Activités de clubs de sports;Hommes
2017;9313Z;Activités des centres de culture physique;Femmes
2017;9313Z;Activités des centres de culture physique;Hommes
2017;9319Z;Autres activités liées au sport;Femmes
2017;9319Z;Autres activités liées au sport;Hommes
2017;9321Z;Activités des parcs d'attractions et parcs à thèmes;Femmes
2017;9321Z;Activités des parcs d'attractions et parcs à thèmes;Hommes
2017;9329Z;Autres activités récréatives et de loisirs;Femmes
2017;9329Z;Autres activités récréatives et de loisirs;Hommes
2017;9411Z;Activités des organisations patronales et consulaires;Femmes
2017;9411Z;Activités des organisations patronales et consulaires;Hommes
2017;9412Z;Activités des organisations professionnelles;Femmes
2017;9412Z;Activités des organisations professionnelles;Hommes
2017;9420Z;Activités des syndicats de salariés;Femmes
2017;9420Z;Activités des syndicats de salariés;Hommes
2017;9491Z;Activités des organisations religieuses;Femmes
2017;9491Z;Activités des organisations religieuses;Hommes
2017;9492Z;Activités des organisations politiques;Femmes
2017;9492Z;Activités des organisations politiques;Hommes
2017;9499Z;Autres organisations fonctionnant par adhésion volontaire;Femmes
2017;9499Z;Autres organisations fonctionnant par adhésion volontaire;Hommes
2017;9511Z;Réparation d'ordinateurs et d'équipements périphériques;Femmes
2017;9511Z;Réparation d'ordinateurs et d'équipements périphériques;Hommes
2017;9512Z;Réparation d'équipements de communication;Femmes
2017;9512Z;Réparation d'équipements de communication;Hommes
2017;9521Z;Réparation de produits électroniques grand public;Femmes
2017;9521Z;Réparation de produits électroniques grand public;Hommes
2017;9522Z;Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin;Femmes
2017;9522Z;Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin;Hommes
2017;9523Z;Réparation de chaussures et d'articles en cuir;Femmes
2017;9523Z;Réparation de chaussures et d'articles en cuir;Hommes
2017;9524Z;Réparation de meubles et d'équipements du foyer;Femmes
2017;9524Z;Réparation de meubles et d'équipements du foyer;Hommes
2017;9525Z;Réparation d'articles d'horlogerie et de bijouterie;Femmes
2017;9525Z;Réparation d'articles d'horlogerie et de bijouterie;Hommes
2017;9529Z;Réparation d'autres biens personnels et domestiques;Femmes
2017;9529Z;Réparation d'autres biens personnels et domestiques;Hommes
2017;9601A;Blanchisserie-teinturerie de gros;Femmes
2017;9601A;Blanchisserie-teinturerie de gros;Hommes
2017;9601B;Blanchisserie-teinturerie de détail;Femmes
2017;9601B;Blanchisserie-teinturerie de détail;Hommes
2017;9602A;Coiffure;Femmes
2017;9602A;Coiffure;Hommes
2017;9602B;Soins de beauté;Femmes
2017;9602B;Soins de beauté;Hommes
2017;9603Z;Services funéraires;Femmes
2017;9603Z;Services funéraires;Hommes
2017;9604Z;Entretien corporel;Femmes
2017;9604Z;Entretien corporel;Hommes
2017;9609Z;Autres services personnels n.c.a.;Femmes
2017;9609Z;Autres services personnels n.c.a.;Hommes
2017;9700Z;Activités des ménages en tant qu'employeurs de personnel domestique;Femmes
2017;9700Z;Activités des ménages en tant qu'employeurs de personnel domestique;Hommes
2017;9810Z;Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre;Femmes
2017;9810Z;Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre;Hommes
2017;9820Z;Activités indifférenciées des ménages en tant que producteurs de services pour usage propre;Femmes
2017;9820Z;Activités indifférenciées des ménages en tant que producteurs de services pour usage propre;Hommes
2017;9900Z;Activités des organisations et organismes extraterritoriaux;Femmes
2017;9900Z;Activités des organisations et organismes extraterritoriaux;Hommes
2018;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;Femmes
2018;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;Hommes
2018;0112Z;Culture du riz;Femmes
2018;0112Z;Culture du riz;Hommes
2018;0113Z;Culture de légumes, de melons, de racines et de tubercules;Femmes
2018;0113Z;Culture de légumes, de melons, de racines et de tubercules;Hommes
2018;0114Z;Culture de la canne à sucre;Femmes
2018;0114Z;Culture de la canne à sucre;Hommes
2018;0115Z;Culture du tabac;Femmes
2018;0115Z;Culture du tabac;Hommes
2018;0116Z;Culture de plantes à fibres;Femmes
2018;0116Z;Culture de plantes à fibres;Hommes
2018;0119Z;Autres cultures non permanentes;Femmes
2018;0119Z;Autres cultures non permanentes;Hommes
2018;0121Z;Culture de la vigne;Femmes
2018;0121Z;Culture de la vigne;Hommes
2018;0122Z;Culture de fruits tropicaux et subtropicaux;Femmes
2018;0122Z;Culture de fruits tropicaux et subtropicaux;Hommes
2018;0123Z;Culture d'agrumes;Femmes
2018;0123Z;Culture d'agrumes;Hommes
2018;0124Z;Culture de fruits à pépins et à noyau;Femmes
2018;0124Z;Culture de fruits à pépins et à noyau;Hommes
2018;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;Femmes
2018;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;Hommes
2018;0126Z;Culture de fruits oléagineux;Femmes
2018;0126Z;Culture de fruits oléagineux;Hommes
2018;0127Z;Culture de plantes à boissons;Femmes
2018;0127Z;Culture de plantes à boissons;Hommes
2018;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;Femmes
2018;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;Hommes
2018;0129Z;Autres cultures permanentes;Femmes
2018;0129Z;Autres cultures permanentes;Hommes
2018;0130Z;Reproduction de plantes;Femmes
2018;0130Z;Reproduction de plantes;Hommes
2018;0141Z;Élevage de vaches laitières;Femmes
2018;0141Z;Élevage de vaches laitières;Hommes
2018;0142Z;Élevage d'autres bovins et de buffles;Femmes
2018;0142Z;Élevage d'autres bovins et de buffles;Hommes
2018;0143Z;Élevage de chevaux et d'autres équidés;Femmes
2018;0143Z;Élevage de chevaux et d'autres équidés;Hommes
2018;0144Z;Élevage de chameaux et d'autres camélidés;Femmes
2018;0144Z;Élevage de chameaux et d'autres camélidés;Hommes
2018;0145Z;Élevage d'ovins et de caprins;Femmes
2018;0145Z;Élevage d'ovins et de caprins;Hommes
2018;0146Z;Élevage de porcins;Femmes
2018;0146Z;Élevage de porcins;Hommes
2018;0147Z;Élevage de volailles;Femmes
2018;0147Z;Élevage de volailles;Hommes
2018;0149Z;Élevage d'autres animaux;Femmes
2018;0149Z;Élevage d'autres animaux;Hommes
2018;0150Z;Culture et élevage associés;Femmes
2018;0150Z;Culture et élevage associés;Hommes
2018;0161Z;Activités de soutien aux cultures;Femmes
2018;0161Z;Activités de soutien aux cultures;Hommes
2018;0162Z;Activités de soutien à la production animale;Femmes
2018;0162Z;Activités de soutien à la production animale;Hommes
2018;0163Z;Traitement primaire des récoltes;Femmes
2018;0163Z;Traitement primaire des récoltes;Hommes
2018;0164Z;Traitement des semences;Femmes
2018;0164Z;Traitement des semences;Hommes
2018;0170Z;Chasse, piégeage et services annexes;Femmes
2018;0170Z;Chasse, piégeage et services annexes;Hommes
2018;0210Z;Sylviculture et autres activités forestières;Femmes
2018;0210Z;Sylviculture et autres activités forestières;Hommes
2018;0220Z;Exploitation forestière;Femmes
2018;0220Z;Exploitation forestière;Hommes
2018;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;Femmes
2018;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;Hommes
2018;0240Z;Services de soutien à l'exploitation forestière;Femmes
2018;0240Z;Services de soutien à l'exploitation forestière;Hommes
2018;0311Z;Pêche en mer;Femmes
2018;0311Z;Pêche en mer;Hommes
2018;0312Z;Pêche en eau douce;Femmes
2018;0312Z;Pêche en eau douce;Hommes
2018;0321Z;Aquaculture en mer;Femmes
2018;0321Z;Aquaculture en mer;Hommes
2018;0322Z;Aquaculture en eau douce;Femmes
2018;0322Z;Aquaculture en eau douce;Hommes
2018;0510Z;Extraction de houille;Femmes
2018;0510Z;Extraction de houille;Hommes
2018;0520Z;Extraction de lignite;Femmes
2018;0520Z;Extraction de lignite;Hommes
2018;0610Z;Extraction de pétrole brut;Femmes
2018;0610Z;Extraction de pétrole brut;Hommes
2018;0620Z;Extraction de gaz naturel;Femmes
2018;0620Z;Extraction de gaz naturel;Hommes
2018;0710Z;Extraction de minerais de fer;Femmes
2018;0710Z;Extraction de minerais de fer;Hommes
2018;0721Z;Extraction de minerais d'uranium et de thorium;Femmes
2018;0721Z;Extraction de minerais d'uranium et de thorium;Hommes
2018;0729Z;Extraction d'autres minerais de métaux non ferreux;Femmes
2018;0729Z;Extraction d'autres minerais de métaux non ferreux;Hommes
2018;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;Femmes
2018;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;Hommes
2018;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;Femmes
2018;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;Hommes
2018;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;Femmes
2018;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;Hommes
2018;0892Z;Extraction de tourbe;Femmes
2018;0892Z;Extraction de tourbe;Hommes
2018;0893Z;Production de sel;Femmes
2018;0893Z;Production de sel;Hommes
2018;0899Z;Autres activités extractives n.c.a.;Femmes
2018;0899Z;Autres activités extractives n.c.a.;Hommes
2018;0910Z;Activités de soutien à l'extraction d'hydrocarbures;Femmes
2018;0910Z;Activités de soutien à l'extraction d'hydrocarbures;Hommes
2018;0990Z;Activités de soutien aux autres industries extractives;Femmes
2018;0990Z;Activités de soutien aux autres industries extractives;Hommes
2018;1011Z;Transformation et conservation de la viande de boucherie;Femmes
2018;1011Z;Transformation et conservation de la viande de boucherie;Hommes
2018;1012Z;Transformation et conservation de la viande de volaille;Femmes
2018;1012Z;Transformation et conservation de la viande de volaille;Hommes
2018;1013A;Préparation industrielle de produits à base de viande;Femmes
2018;1013A;Préparation industrielle de produits à base de viande;Hommes
2018;1013B;Charcuterie;Femmes
2018;1013B;Charcuterie;Hommes
2018;1020Z;Transformation et conservation de poisson, de crustacés et de mollusques;Femmes
2018;1020Z;Transformation et conservation de poisson, de crustacés et de mollusques;Hommes
2018;1031Z;Transformation et conservation de pommes de terre;Femmes
2018;1031Z;Transformation et conservation de pommes de terre;Hommes
